what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1334759092439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1334759092455
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1334759094642
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1334759101845
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759113455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759116080
opened,view,org.eclipse.dltk.ui,3.0.1.v20110823,"org.eclipse.dltk.ui.ScriptExplorer",1334759116314
activated,perspective,org.eclipse.dltk.ruby.ui,3.0.0.v20110423,"org.eclipse.dltk.ruby.ui.RubyPerspective",1334759116392
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1334759116408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1334759116424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1334759116424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759125767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759144267
opened,editor,org.eclipse.dltk.ruby.ui,3.0.0.v20110423,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1334759144533
activated,editor,org.eclipse.dltk.ruby.ui,3.0.0.v20110423,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1334759144595
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1334759144611
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1334759158611
closed,editor,org.eclipse.dltk.ruby.ui,3.0.0.v20110423,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1334759158611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759167814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759233345
activated,view,org.eclipse.dltk.ui,3.0.1.v20110823,"org.eclipse.dltk.ui.ScriptExplorer",1334759237455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759240267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759253970
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1334759254158
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1334759254174
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1334759254189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759263533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759313502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759321392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759341017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1334759343830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334759344314
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334759346908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759354595
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1334759366486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759374158
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334759378830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334759398814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759401970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759418158
started,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1334759438361
started,bundle,org.eclipse.gef,3.7.2.v20111106-2020,"org.eclipse.gef",1334759438392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759438408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759441236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759448345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759790910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334759813286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334760141226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334760145304
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1334760145320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334760157304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334760175617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334761591898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334761637445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334761638883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334761641086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334761892201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1334761897342
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1334761901092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334761902061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334761903420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334761904967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334761921124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334761921983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334761923764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334761925218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334761926093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334761958750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334761962640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334762048392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334762051267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334762064673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334762066704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334762080689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334762081486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334762082392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334762088377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334762657365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334762663412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334762703021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334762716990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334762728443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334762730021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334762731240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334762768256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334762779162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334762835068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334762846537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334762847443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334763101443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334763103818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334763324100
activated,view,org.eclipse.dltk.ui,3.0.1.v20110823,"org.eclipse.dltk.ui.ScriptExplorer",1334763337475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334763352662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334763451771
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1334763451928
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1334763451959
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1334763451959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334763460943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334763462787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334763572928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334763582865
